SUBJ,NUMB,TITLE
OCUR,288,INTL: Australian Stds
OCUR,388,MGMT: Manag Organiztns
OCUR,488,FIN: Intl Finance
ODIS,188,DANE: Lang & Culture
ODIS,288,WGS: Sex Refrm Europe
ODIS,388,LA: Garden Art Europe
ODIS,488,ARCH: 21C Danish Arch
ODIS,588,ARCH: Design Studio
ODUB,388,CINE: Film in Ireland
OECN,188,CHN: Compreh Chinese
OECN,388,PHIL: Chinese Philos
OECN,488,CHN: Adv Chinese Lang
OESL,388,ARH: British Art
OEWH,188,ART: Discovery of View
OEWH,388,HIST: Krn & Asian Hist
OFAC,388,ANTH: Caribbean Arch
OFES,188,ARB: 1st Year Arabic
OFES,288,ARB: 2nd Year Arabic
OFES,388,ARB: 3rd Year Arabic
OFIB,488,ARTF: Fibers Studio
OGAL,188,LT: Gaelic Language
OGAL,288,HIST: Irish Independence
OGAL,388,ENG: Irish Theatre
OGEO,188,Univ Sunshine Coast
OGEO,588,OS: Global Educ Oregon
OGHA,488,J: Internship Ghana
OGHA,588,J: Internship Ghana
OGSI,188,INTL: Intercultur Comm
OGWI,488,ART: Intern Japan
OGWI,588,BA: Intern China
OHAU,188,BI: Animal Ethics
OHAU,288,MUS: Lyric Analysis
OHAU,388,KRN: Korean Culture
OHAU,488,KRN: Korean Culture
OHKU,188,BA: Theory of Fashion
OHKU,288,CHN: Cantonese
OHKU,388,BA: Business Law
OHKU,488,FIN:Drv Mkt & Fin Inst
OHOU,188,JPN: Kanji & Vocab
OHOU,288,JPN: Grammar 4B
OHOU,388,ENVS: Sustain Studies
OHOU,488,JPN:Practicl Interactn
OHUJ,188,HBRW: 1st Year Hebrew
OHUJ,288,HBRW: 2nd Yr Hebrew
OHUJ,388,EC: Israel Global Cont
OHUJ,488,MGMT: Tech in Israel
OINT,488,CPSY: Intern Argentina
OINT,588,INTL: Intern Cambodia
OJCU,188,ANTH: Wrld Archaeology
OJCU,388,ENVS: Toursm & Environ
OJCU,488,ENVS: Consrv Mar Wldlf
OJIL,388,J: Arts Journalism
OJIL,488,J: Social Media
OJWU,188,GER: Communication
OJWU,288,EDST: Early Chldhd Tch
OJWU,388,GEOL: Earth
OJWU,488,JPN: 4th Year Japanese
OKUN,188,HIST: East Asian Hist
OKUN,288,ASIA: Korean Culture
OKUN,388,J: Media Technology
OKUN,488,BI: Genetics of Cancer
OKYO,488,LA: Design Studio
OKYO,588,LA: Design Studio
OLAT,188,HPHY: Princ of Nutritn
OLAT,288,SOC:Rethinking Humanty
OLAT,388,INTL: Discvr Australia
OLAT,488,INTL: Internship
OLEC,188,ITAL: 1st Year Italian
OLEC,288,ITAL: 2nd Year Italian
OLEC,388,ITAL: 3rd Year Italian
OLEC,488,ITAL: 4th Year Italian
OLEI,188,FR:French Civilization
OLEI,388,PS: Govern in Conflict
OLEI,488,PS: Pol European Union
OLON,288,CRWR: Fiction Writing
OLON,388,INTL: Britain Today
OLON,488,HIST:Britain 1783-1846
OLTV,188,HIST:Minority Latvia
OLTV,288,RUSS: Russian A2
OLYO,188,SPAN: 1st Year Spanish
OLYO,288,FR: Cul & Civilization
OLYO,388,EC: French Economy
OLYO,488,FR: FR/ENG Translation
OMBI,488,BI: Laboratory Project
OMBI,588,BI: Laboratory Project
OMEI,188,BA: Contents Business
OMEI,288,BA: Tourism Mgmt A
OMEI,388,JPN: Japanese Cinema
OMEI,488,JPN: Japanese 3
OMEI,588,ARCH: Adv Design
ONEO,488,BI: Field Projects
ONGO,488,PPPM: NGOs of SE Asia
ONGO,588,PPPM: Mgmt Intl NGOs
ONTU,188,INTL:Servic Lrn Taiwan
ONTU,288,CHN: 2nd Year Chinese
ONTU,388,"ARH: China, Jpn, Korea"
ONTU,488,GEOG: Geography Taiwan
ONUI,388,HC: Research Rapa Nui
ONUS,188,CIS: Program Method
ONUS,288,CHN: Chinese Language
ONUS,388,AST: Death & Dying
ONUS,488,EC: SE Asia Glbl Econ
OOVI,188,SPAN: Spanish Lang A1
OOVI,288,SPAN: Oral Express A2
OOVI,388,INTL: Cross-Cul Comm
OOVI,488,SPAN: Spanish Lang C1
OPAV,188,OS: Pavia
OPAV,388,FR: French Civilizatn
OPAV,588,CINE: Hist of Film II
OPOI,188,PS: Political Science
OPOI,388,FR: French Culture
OPOI,488,FR: French Civilizatn
OPRE,188,ARH: Art of Observatn
OPRE,288,HC:Music & Politics
OPRE,488,HC:Theatre Audienc&Soc
OQAI,188,ARB- 1st Year Arabic
OQAI,288,ARB: 2nd Year Arabic
OQAI,388,ARB: 3rd Year Arabic
OQAI,488,ARB:  4th Year Arabic
OQUE,188,SPAN: Foundatns Review
OQUE,288,SPAN: Composition A2
OQUE,388,HIST:Cont Mexican Hist
OQUI,188,LING: Basic Quichua
OQUI,288,PS: Intro Intl Relatns
OQUI,388,SPAN: Lang & Cinema
OQUI,488,SPAN: Adv Spanish
ORIM,388,COLT: Trans Lrng Thry
ORIM,488,COLT: Trans Lrng Pract
OROM,488,ARCH: Design Studio
OROM,588,ARCH: Design Studio
OROS,188,SPAN: Survival Spanish
OROS,288,SPAN: Conversatn Lvl 2
OROS,388,INTL: Human Rights
OROS,488,SPAN: Conversatn Lvl 4
OSAS,188,ART: Drawing at Sea
OSAS,288,ARTO:Fine Art Phtgrphy
OSAS,388,ANTH: Tourism
OSAS,488,J: Intl Mass Communic
OSBG,188,SBUS: Sports Culture
OSBG,288,SBUS:Bus Olympic Games
OSBG,388,SBUS:Sport Bus/Strateg
OSBG,488,SBUS: Sports Marketing
OSCI,188,PS: Poli Hist Italy
OSCI,288,LAW: World Legal Syst
OSCI,388,FR: Orientation
OSCI,488,PS: Nationalism Europe
OSCI,588,HIST:Intr African His
OSEG,188,ARH: Span Art History
OSEG,288,ARH: Spanish Art
OSEG,388,INTL: Learning Seminar
OSEN,188,JPN: 1st Year Japanese
OSEN,288,JPN: Language Lvl J1C
OSEN,388,MGMT:Japanese Business
OSEN,488,JPN: Language Lvl J3
OSIE,188,ITAL: 1st Year Italian
OSIE,288,EC: Intro Analy Macro
OSIE,388,ANTH: Food and Culture
OSIE,488,MKTG: Wine Marketing
OSIP,188,GER: German Grammar
OSIP,288,GER: Comp & Converstn
OSIP,388,GER: Inter Gram & Comp
OSIT,188,ARB: Beginning Arabic
OSIT,288,FR: Intermediat French
OSIT,388,ANTH: Research Methods
OSIT,488,SPAN: Spanish Lang
OSLO,188,SCAN: Film Genres
OSLO,388,SOC: N/S Development
OSLO,488,EC: Econ Growth & Deve
OSPE,188,SPAN: Conversation
OSPE,488,SPED:Special Ed Mexico
OSPE,588,SPED:Special Ed Mexico
OSSP,388,INTL: Dev West Africa
OSSP,488,INTL: Field Practicum
OTAM,188,INTL: Orientation
OTAM,388,ACCT: Bus/Social Acct
OTRP,488,BI: Field Projects
OTSP,188,BI: Genetics
OTSP,288,CIS: Programming Lang
OTSP,388,CIS: String Algorithms
OTSP,488,CIS: Comput Geometry
OUAB,188,WGS: Women & Violence
OUAB,288,ENG: Acts of Reading
OUAB,388,PS: Poltcs in Scotland
OUAB,488,HIST: Brth of Modernit
OUDB,488,ARCH: Data Marketing
OUDB,588,ARCH: Data Marketing
OUEA,188,PS: Global Politics
OUEA,288,CRWR: Creative Writing
OUEA,388,ENG: Southrn Literatur
OUEA,488,PSY: Social Cognition
OUNA,188,ARH: Latin Amer Art
OUNA,388,HIST: Dictatorships
OUOT,188,LING: Waiata
OUOT,288,FR:Intermediate French
OUOT,388,ANTH: Pacific Cultures
OUOT,488,EC: Econ Dev Countries
OUPP,188,SWED: Basic Swedish I
OUPP,288,HIST: Celtic Hist/Cul
OUPP,388,BI: Evolution Genetics
OUPP,488,PS: Gendering Intl Dev
OVAN,488,ARCH: Adv Dsgn Studio
OVAN,588,ARCH: Adv Dsgn Studio
OVIC,488,ARCH: Design Studio
OVIC,588,ARCH: Design Studio
OVIE,188,GER: Business German
OVIE,288,GER: Business German
OVIE,388,GER: Business German
OVIE,488,MKTG: Consumr Behavior
OWAS,188,ARH: Japanese Art
OWAS,288,ACTG: Accounting I
OWAS,388,BA: Intl Trade Mgmt
OWAS,488,JPN: Comp Japanese 3
OXAF,188,LING: Asante Twi
OXAF,288,SWAH: Swahili II
OXAF,388,BI: Tropical Disease
OXAF,488,INTL:Ghana Service Lrn
OXAF,588,ARCH:Humanitarian Dsgn
OXAO,188,INTL:Contemp Cul & Soc
OXAO,288,KRN: Adv Language
OXAO,388,J: Advertising
OXAO,488,OBA: Supply Chain Mgmt
OXAO,588,JPN: Literatures
OXEU,188,BA:Indiv Decisn Making
OXEU,288,FLR: Irish Folklore
OXEU,388,ARH: Mod Art 1880-1950
OXEU,488,MGMT: Dvlpng Bus Model
OXEU,588,INTL: Peace Studies
OXFA,188,SBUS: Sports Culture
OXFA,288,SPAN: Interm Spanish
OXFA,388,COLT: Trans Lrng Thry
OXFA,488,COLT: Trans Lrng Pract
OXFA,588,LA: Mapping Hong Kong
OXGL,188,INTL: Global Leadershp
OXGL,388,INTL: Global Leadershp
OXLA,188,SPAN: Spanish Convers
OXLA,288,SPAN: Survival Spanish
OXLA,388,INTL: Human Rights
OXLA,488,INTL: Field Studies
OXLA,588,PPPM: Global Civil Soc
OXMC,388,ENVS: Field Survey
OXME,188,ARB: 1st Year Arabic
OXME,288,ARB: 2nd Year Arabic
OXME,388,ARB: 3rd Year Arabic
OXME,488,ARB: 4th Year Arabic
OYON,188,PHIL: Korean Philosoph
OYON,288,KRN: Intens Lang Lvl 2
OYON,388,KRN: Intens Lang Lvl 3
OYON,488,KRN: Intens Lang Lvl 4
PD,101,Intro Product Design
PD,199,Sp St Package Design
PD,223,Beginning Design Draw
PD,240,Designers' Tools
PD,301,Intro to Design Studio
PD,302,Intro Design Studio II
PD,323,Design Drawing
PD,330,Comp Asst Design
PD,340,Design for Use
PD,350,Objects and Impacts
PD,360,Object Culture
PD,370,Design Process
PD,399,Sp St Intro Dsgn Stdio
PD,401,Research
PD,404,Internship
PD,405,Special Problems
PD,406,Sp Pr Glass Processes
PD,410,Digital Sketching
PD,430,Comp-Assist Des & Prod
PD,440,Adv Designers' Tools
PD,483,Senior Studio I
PD,484,Senior Studio II
PD,485,Senior Studio III
PD,486,BFA Studio I
PD,487,BFA Studio II
PD,488,BFA Studio III
PD,510,3-D Comp-Aided Design
PEAQ,111,Learn to Swim
PEAQ,121,Water Fitness I
PEAQ,122,Water Fitness II
PEAQ,140,Paddleboard Yoga
PEAQ,199,Sp St Water Barre
PEAQ,201,Swimming I
PEAQ,202,Swimming II
PEAQ,203,Swimming III
PEAQ,301,Endurance Swimming
PEAQ,351,Lifeguard Certificate
PEAQ,399,Sp St Triathlon Train
PEAS,368,Scuba: Basic
PEAS,369,Scuba: Advanced
PEAS,370,Scuba: Rescue Diver
PEAS,372,Scuba: Altitude Diver
PEAS,375,Scuba: Deep Diver
PEAS,378,Scuba: Nitrox
PEAS,380,Scuba: Undwtr Dig Phot
PEAS,381,Scuba: Dive Master I
PEAS,382,Scuba: Dive Master II
PEAS,399,Sp St Scuba Deep Diver
PEF,131,Body Sculpting I
PEF,132,Body Sculpting II
PEF,145,F45 Functional Fitness
PEF,199,Sp St Barre Strength
PEF,201,Pilates Matwork I
PEF,205,Pilates Yoga Fusion
PEF,207,Fitness Yoga
PEF,208,Fitness Barre
PEF,220,Intro to CrossFit
PEF,221,Cross Fit I
PEF,222,Cross Fit II
PEF,241,Group Cycling I
PEF,243,Cycle Sculpt
PEF,251,Fitness Kickboxing
PEF,261,Cardio Fusion
PEF,291,Speed and Agility
PEF,301,Core and Stretch
PEF,311,Boot Camp
PEF,321,Latin Fusion
PEF,323,Line Dancing
PEF,326,Fitness Dance
PEF,335,Healthy Cooking
PEF,340,Personal Trainer
PEF,342,Grp Fit Instructor Trn
PEF,344,Healthy Weight Loss
PEF,345,Nutrition & Performanc
PEF,347,Nutrition Daily
PEF,350,Sleep/Stress Wellbeing
PEF,399,Sp St Cycle Instructor
PEI,199,Sp St Disc Golf
PEI,201,Juggling I
PEI,202,Juggling II
PEI,241,Golf I
PEI,242,Golf II
PEI,243,Golf III
PEI,244,Golf Swing Exercise
PEIA,301,Lacrosse
PEIA,305,Acrobatics & Tumbling
PEIA,311,Women's Golf
PEIA,312,Men's Golf
PEIA,317,Women's Tennis
PEIA,318,Men's Tennis
PEIA,323,Women's Cross Country
PEIA,324,Men's Cross Country
PEIA,329,Women's Track
PEIA,330,Men's Track
PEIA,341,Softball
PEIA,342,Baseball
PEIA,346,Sand Volleyball
PEIA,347,Volleyball
PEIA,350,Soccer
PEIA,353,Women's Basketball
PEIA,354,Men's Basketball
PEIA,360,Football
PEIA,371,Sport Conditioning I
PEIA,372,Sport Conditioning II
PEIA,373,Sport Conditioning III
PEL,310,Coaching
PEL,311,Coaching II
PEL,399,Sp St Women and Sport
PEL,406,Prac Outdoor RockClimb
PEL,409,Prac Basketball TA
PEMA,115,Self-Defense
PEMA,116,Women's Self Defense
PEMA,131,Combatives
PEMA,199,Sp St Wmns Self Def
PEMA,255,Kickboxing
PEMA,311,Jeet Kune Do I
PEMA,312,Jeet Kune Do II
PEMA,321,Jiu Jitsu I
PEMA,322,Jiu Jitsu II
PEMA,331,Mixed Martial Arts I
PEMA,332,Mixed Martial Arts II
PEMA,399,Sp St Wms Self Def II
PEMB,101,Meditation I
PEMB,103,Mindful Meditation
PEMB,108,Kundalini Meditation
PEMB,110,Beginning Yoga
PEMB,131,Tai Chi I
PEMB,132,Tai Chi II
PEMB,199,SpSt Mindful Meditate
PEMB,201,Gentle Yoga
PEMB,203,Restorative Yoga
PEMB,210,Intermediate Yoga
PEMB,211,Hatha Yoga I
PEMB,212,Hatha Yoga II
PEMB,213,Hatha Yoga III
PEMB,216,Vinyasa Flow Yoga
PEMB,221,Sports Yoga I
PEMB,222,Sports Yoga II
PEMB,231,Kundalini Yoga I
PEMB,232,Kundalini Yoga II
PEMB,234,Power Yoga I
PEMB,302,Ashtanga Yoga
PEMB,305,Aerial Silks Yoga I
PEMB,310,Yoga Lifelong Practice
PEMB,320,Yoga Wellness Techniq
PEO,199,Sp St Climbing
PEO,242,Bouldering I
PEO,251,Rock Climbing I
PEO,252,Rock-Climbing Fitness
PEO,285,Wilderness Survival
PEO,288,Mountaineering Prep
PEO,315,Basic Technical Rescue
PEO,325,Swift-Water Safety
PEO,331,Outdoor Rock Climbing
PEO,341,Intro Lead Climber
PEO,351,Backpacking
PEO,353,Backcountry Cuisine
PEO,356,Backcountry Navigation
PEO,361,Mountaineer Outing I
PEO,362,Mountaineering
PEO,366,Vert Rescue Techniques
PEO,369M,Science of Climbing
PEO,371,Snow Camping
PEO,391,Avalanche Safety
PEO,392,Backcountry Survival
PEO,399,Sp St Backcntry Rescue
PEO,411,Leadership Dynamics
PEO,412,Leading in Nature
PEO,413,Field Leadership
PERS,199,Sp St Racquetball I
PERS,211,Table Tennis I
PERS,212,Table Tennis II
PERS,221,Pickleball
PERS,231,Badminton I
PERS,232,Badminton II
PERS,241,Racquetball I
PERS,271,Tennis I
PERS,272,Tennis II
PERS,273,Tennis III
PERU,101,Fitness Walking
PERU,131,Jog-Run
PERU,331,5K Training I
PERU,332,5K Training II
PERU,341,10K Training
PETS,101,Bocce Ball
PETS,111,Flag Football
PETS,232,Volleyball II
PETS,233,Volleyball III
PETS,242,Basketball II
PETS,243,Basketball III
PETS,252,Ultimate Frisbee I
PETS,253,Ultimate Frisbee II
PETS,261,Soccer I
PETS,262,Soccer II
PETS,263,Soccer III
PETS,265,Indoor Soccer II
PETS,399,Sp St Ult Frisbee III
PEW,199,Sp St Olympic Wt Lift
PEW,211,Weight Training I
PEW,212,Weight Train II
PEW,220,Olympic Weight Lifting
PHIL,101,Philosophical Problems
PHIL,102,Ethics
PHIL,103,Critical Reasoning
PHIL,104,Hist of West Phil
PHIL,110,Human Nature
PHIL,120,Eth of Enterpr & Exchg
PHIL,123,"Internet, Soc, & Phil"
PHIL,130,Philosophy & Pop Cultr
PHIL,135,Ethi Life Sci
PHIL,170,Love & Sex
PHIL,199,Sp St Phil/Sci-Fi Film
PHIL,211,Existentialism
PHIL,213,Asian Philosophy
PHIL,216,Phil & Cul Diversity
PHIL,219,Sports Ethics
PHIL,220,Food Ethics
PHIL,223,Data Ethics
PHIL,225,Intro to Formal Logic
PHIL,299,Sp St Sports Ethics
PHIL,307,Social & Politic Phil
PHIL,308,Social & Politic Phil
PHIL,309,Global Justice
PHIL,310,Hist Phil: Anc-Mediev
PHIL,311,Hist Phil: Modern
PHIL,312,Hist of Phil: 19C
PHIL,315,Intro Feminist Phil
PHIL,320,Philosophy of Religion
PHIL,322,Philosophy of the Arts
PHIL,323,Moral Theory
PHIL,325,"Logic, Inquir, Argumen"
PHIL,330,Philosophy & Disaster
PHIL,331,Philos in Literature
PHIL,332,Philosophy of Film
PHIL,335,Medical Ethics
PHIL,339,Intro Phil of Science
PHIL,340,Environmental Philos
PHIL,341,African Philosophy
PHIL,342,Intro Latin Amer Phil
PHIL,343,Critical Theory
PHIL,344,Intro Philos of Law
PHIL,345,Place in the Cosmos
PHIL,350,Metaphysics
PHIL,372,Tch Child Phil Inquiry
PHIL,399,Sp St Animals & Philos
PHIL,401,Res Trickle-Down Femi
PHIL,403,Thesis
PHIL,405,Read PostStructuralism
PHIL,407,Sem Border Philosophy
PHIL,410,Information Ethics
PHIL,415,Top Key Problems
PHIL,420,Top Pragmatism
PHIL,421,Top Plato
PHIL,423,Top Machines Sci & Soc
PHIL,425,Philosophy of Language
PHIL,426,Advanced Logic
PHIL,433,Top Spinoza
PHIL,443,Top Eco-Feminism
PHIL,451,Native American Phil
PHIL,452,Philosophy and Race
PHIL,453,Top Nietzsche
PHIL,463,Top Gilman
PHIL,472,Adv Intro Analy Phil
PHIL,473,Adv Intro Cont
PHIL,474,Sem Adv Intro Fem
PHIL,503,Thesis
PHIL,507,Sem Border Philosophy
PHIL,510,Phil of Biology
PHIL,521,Top Plato
PHIL,526,Advanced Logic
PHIL,533,Top Spinoza
PHIL,551,Native American Phil
PHIL,553,Top Nietzsche
PHIL,563,Top Bergson
PHIL,571,Adv Intro Amer Phil
PHIL,572,Adv Intro Analy Phil
PHIL,573,Adv Intro Cont
PHIL,574,Sem Intro Fem Phil
PHIL,601,Res History Paper
PHIL,603,Dissertation
PHIL,605,Read Deleuze & Nature
PHIL,607,Sem Amer Pro-Seminar
PHIL,610,Phil of Science
PHIL,614,Issues in Ethics
PHIL,615,Top Merleau-Ponty
PHIL,620,Sem Pro American Phil
PHIL,623,Mtapyscs Algrthm Artfc
PHIL,625,Philosophy of Language
PHIL,641,Top Political Theory
PHIL,643,Top Fem Phenomen & Pol
PHIL,645,Top Human Nature
PHIL,657,Philosophy and Race
PHIL,658,Philosophy of Mind
PHIL,670,Issues in Metaphysics
PHYS,101,Essentials of Physics
PHYS,102,Essentials of Physics
PHYS,152,Phys of Sound & Music
PHYS,153,"Light, Color, & Vision"
PHYS,155,Phys Behind Internet
PHYS,156M,Scientific Revolutions
PHYS,161,Phys of Energy & Envir
PHYS,162,Solar & Renew Energies
PHYS,171,The Physics of Life
PHYS,181,Quantum Mechn Everyone
PHYS,199,Sp St College Connect
PHYS,201,General Physics
PHYS,202,General Physics
PHYS,203,General Physics
PHYS,204,Intro Physics Lab
PHYS,205,Intro Physics Lab
PHYS,206,Intro Physics Lab
PHYS,251,Foundat Physics I
PHYS,252,Foundat Physics I
PHYS,253,Foundat Physics I
PHYS,290,Foundations Phys Lab
PHYS,299,Sp St Culture & Career
PHYS,301,Physicists View Nature
PHYS,351,Foundat Physics II
PHYS,352,Foundat Physics II
PHYS,353,Foundat Physics II
PHYS,362,Biological Physics
PHYS,369M,Science of Climbing
PHYS,389,Mathematical Methods
PHYS,391,Experim Data Analy Lab
PHYS,399,Sp St Transfer Seminar
PHYS,400M,Space Physics
PHYS,401,Res Excel Undrgrad Res
PHYS,403,Thesis
PHYS,405,Reading
PHYS,407,Sem Teaching Science
PHYS,408,Wrk Science Outreach
PHYS,409,Superv Tutoring
PHYS,410,Intro Solid State I
PHYS,410L,Nanofabrication
PHYS,411,Mechan/Electric/Magnet
PHYS,412,Mechan/Electric/Magnet
PHYS,413,Mechan/Electric/Magnet
PHYS,414,Quantum Physics
PHYS,415,Quantum Physics
PHYS,417,Topics Quantum Physics
PHYS,420,Physics Demonstrations
PHYS,421M,Fourier Analysis I
PHYS,422,Electromagnetism
PHYS,423M,Intro to Space Physics
PHYS,424,Classical Optics
PHYS,425,Modern Optics
PHYS,431,Analog Electronics
PHYS,432,Digital Electronics
PHYS,444,Intro Biol Physics
PHYS,445,Computational Physics
PHYS,481,Design of Experiments
PHYS,483,General Relativity I
PHYS,489,Phys Behind Quant Comp
PHYS,491,Research Project I
PHYS,492,Research Project II
PHYS,493,Research Project III
PHYS,495,Nanofabrication
PHYS,500M,Space Physics
PHYS,503,Thesis
PHYS,507,Sem Teaching Science
PHYS,508,Wrk Science Outreach
PHYS,510,Intro Solid State I
PHYS,510L,Nanofabrication
PHYS,521M,Fourier Analysis I
PHYS,523M,Intro to Space Physics
PHYS,533,Radio Freq & Low Noise
PHYS,544,Intro Biol Physics
PHYS,545,Computational Physics
PHYS,581,Design of Experiments
PHYS,583,General Relativity I
PHYS,589,Phys Behind Quant Comp
PHYS,595,Nanofabrication
PHYS,601,Researc Internship
PHYS,602,Superv Tutoring
PHYS,603,Dissertation
PHYS,604,Internship
PHYS,605,Reading
PHYS,607,Sem Biophysics
PHYS,608,Wrk Learn & Tch Sci I
PHYS,609,Superv Tutoring
PHYS,610,Adv TEM Microscopy
PHYS,610L,Device Proc & Char Lab
PHYS,611,Theoretical Mechanics
PHYS,612,Theoretical Mechanics
PHYS,613,Statistical Physics
PHYS,614,Statistical Physics
PHYS,622,Electromagnetic Theory
PHYS,623,Electromagnetic Theory
PHYS,626,Physical Optics w/Labs
PHYS,627,Optical Mtrl & Devices
PHYS,628,Laser & Nonlin Optics
PHYS,631,Quantum Mechanics
PHYS,632,Quantum Mechanics
PHYS,633,Quantum Mechanics
PHYS,634,Adv Quantum Mechanics
PHYS,661,Elem Particle Phenom
PHYS,662,Elem Particle Phenom
PHYS,663,Particle Physics III
PHYS,664,Quantum Fld Theory
PHYS,665,Quantum Field Theory
PHYS,666,Quantum Field Theory
PHYS,671,Solid State Physics
PHYS,672,Solid State Physics
PHYS,674,Theor Condensed Matter
PHYS,675,Theor Condensed Matter
PHYS,677M,Semicond Device Phys
PHYS,678M,Semicon Pro & Char Tch
PHYS,679M,Device Proc & Char Lab
PHYS,684,Quantum Optics & Laser
PHYS,685,Quantum Optics & Laser
PHYS,686,Quantum Optics & Laser
PORT,101,1st Year Portuguese
PORT,102,1st Year Portuguese
PORT,103,1st Year Portuguese
PORT,111,Intens Beg Portuguese
PORT,112,Intens Beg Portuguese
PORT,199,Sp St Business Culture
PORT,201,2nd Year Portuguese
PORT,202,2nd Year Portuguese
PORT,203,2nd Year Portuguese
PORT,298,Brazil & Beyond
PORT,301,Expressoes Artisticas
PORT,305,Cul e Linguua: Brasil
PORT,399,Sp St Convers & Cultur
PORT,405,Brazilian History
PPPM,101,Advoc & Soc Change
PPPM,199,Sp St Oregon Boys St
PPPM,201,Intro to Public Policy
PPPM,202,Healthy Communities
PPPM,205,Intro to City Planning
PPPM,242,Glbl Sust Cit & Landsc
PPPM,250,Arts & Human Values
PPPM,280,Intro Non-Profit Sect
PPPM,321,Inclusive Urbanism
PPPM,325,Commun Lead & Change
PPPM,327,Global Lead & Change
PPPM,331,Environmental Mgmt
PPPM,340,Climate-Change Policy
PPPM,356,Vis Dsgn Appl Practice
PPPM,360,Intl Public Policy
PPPM,370,Global Sust Dev Policy
PPPM,399,Sp St Think Sustainabl
PPPM,401,Res Conserv & Recycl
PPPM,403,Thesis
PPPM,404,Internship
PPPM,405,Read Nonprofits Japan
PPPM,406,Sp Pr Communty Pln Wrk
PPPM,407,Sem Fin Mgt Arts Org
PPPM,408,Wrk Adv Geog Info Syst
PPPM,410,Real World: Eugene
PPPM,410L,Inclusive Urbanism
PPPM,412,Intern & Prof Devel
PPPM,413,Quantitative Methods
PPPM,415,Polic & Planning Analy
PPPM,418,Intro Public Law
PPPM,422,Grant Proposal Writing
PPPM,425,Project Management
PPPM,426,Strategic Plan Mgmt
PPPM,430,Public Health Policy
PPPM,432,Justice & Urbn Revital
PPPM,434,Urban Geog Info Sys
PPPM,438,Top Bicycle Transporta
PPPM,440,Land-Use Policy
PPPM,441,Growth Management
PPPM,442,Sustainable Urban Dev
PPPM,443,Natural Resource Pol
PPPM,444,Environmental Policy
PPPM,445,Green Cities
PPPM,446,Socioecon Devel Plan
PPPM,448,Collaborat Plan & Mgmt
PPPM,452,Publ Part Diverse Comm
PPPM,457,Nonprofit & Govt Comm
PPPM,460,Health Policy
PPPM,465,Program Evaluation
PPPM,470,The Arts in Society
PPPM,471,Cultural Policy
PPPM,472,Creative Placemaking
PPPM,473,Cultural Programming
PPPM,475,Performing Arts Mgmt
PPPM,480,Nonprofit Mgmt I
PPPM,481,Fundraising Nonprf Org
PPPM,483,Volunteer Resource Mgt
PPPM,484,Pub & Nonprof Fin Mgmt
PPPM,486,Philanth & Grnt Making
PPPM,487,Impact Philanthropy
PPPM,488,Nonprofit Legal Issues
PPPM,494,Practice Lead & Change
PPPM,495,Adv Urb Geog Info Sys
PPPM,507,Sem Fin Mgt Arts Org
PPPM,508,Wrk Adv Geog Info Syst
PPPM,510,Impact Philanthropy
PPPM,518,Intro Public Law
PPPM,522,Grant Proposal Writing
PPPM,525,Project Management
PPPM,526,Strategic Plan Mgmt
PPPM,530,Public Health Policy
PPPM,532,Justice & Urbn Revital
PPPM,534,Urban Geog Info Sys
PPPM,538,Top Bicycle Transporta
PPPM,541,Growth Management
PPPM,542,Sustainable Urban Dev
PPPM,543,Natural Resource Pol
PPPM,544,Environmental Policy
PPPM,546,Socioecon Devel Plan
PPPM,548,Collaborat Plan & Mgmt
PPPM,552,Publ Part Diverse Comm
PPPM,557,Nonprofit & Govt Comm
PPPM,560,Health Policy
PPPM,565,Program Evaluation
PPPM,570,The Arts in Society
PPPM,571,Cultural Policy
PPPM,572,Creative Placemaking
PPPM,573,Cultural Programming
PPPM,575,Performing Arts Mgmt
PPPM,581,Fundraising Nonprf Org
PPPM,583,Volunteer Resource Mgt
PPPM,586,Philanth & Grnt Making
PPPM,587,Impact Philanthropy
PPPM,588,Nonprofit Legal Issues
PPPM,595,Adv Urb Geog Info Sys
PPPM,601,Res Crit Nonprof Mgt
PPPM,603,Dissertation
PPPM,604,Intern Comm Srvc Ctr
PPPM,605,Read Alumni Giving
PPPM,606,Sp Pr Philanthrpy Grnt
PPPM,607,Sem Sustainable Cities
PPPM,608,Wrk Urban Design
PPPM,609,Terminal Project
PPPM,610,Nonprof 48 Hr Charrett
PPPM,611,Intro Planning Practic
PPPM,612,Legal Iss in Planning
PPPM,613,Planning Analysis I
PPPM,616,Planning Theo & Ethics
PPPM,617,Human Settlements
PPPM,618,Public Sector Theory
PPPM,620,Res Methods Planning I
PPPM,623,Prof Development
PPPM,625,Community Planning Wrk
PPPM,626,Community Planning Wrk
PPPM,628,Public Sect Economics
PPPM,629,Public Budget Admin
PPPM,630,Vis Dsgn Appl Practice
PPPM,633,Public Management
PPPM,636,Public Policy Analysis
PPPM,637,48-Hour Pol Analy Proj
PPPM,638,MPA Cap App Res Proj I
PPPM,639,MPA Cap Ap Res Proj II
PPPM,640,Land Use Planning
PPPM,646,Planning Growth Mgmt
PPPM,656,Quantitative Methods
PPPM,657,Res Meth Pub Pol & Mgt
PPPM,663,Prof Development II
PPPM,670,Cultural Admin
PPPM,680,Manag Nonprofit Org
PPPM,681,Nonprofit Fin Mgmt
